ID,MW
TD01GL000001,54948.71770000008
TD01GL000002,40456.656400000036
TD01GL000003,47207.877000000095
TD01GL000004,89687.7420000005
TD01GL000005,20772.2065
TD01GL000006,29767.197600000043
TD01GL000007,75834.09150000033
TD01GL000008,37230.47810000005
TD01GL000009,35454.4057
TD01GL000010,37873.51550000004
TD01GL000011,60367.089600000094
TD01GL000012,26728.419800000007
TD01GL000013,42290.637500000026
TD01GL000014,28214.88890000003
TD01GL000015,39679.30510000005
TD01GL000016,28136.07690000001
TD01GL000017,39731.75380000007
TD01GL000018,50766.53160000007
TD01GL000019,46854.74980000006
TD01GL000020,24067.36619999999
TD01GL000021,59174.118800000135
TD01GL0RAST1,3453.1513999999997
TD01GL000022,23971.645499999984
TD01GL000023,12082.656199999987
TD01GL000024,21438.714499999995
TD01GL000025,48916.75880000008
TD01GL000026,44933.88760000009
TD01GL000027,45030.055700000084
TD01GL000028,47451.00710000009
TD01GL000029,42806.21320000007
TD01GL000030,56663.866000000104
TD01GL000031,15199.432299999986
TD01GL000032,19008.120199999987
TD01GL000033,26693.361000000004
TD01GL000034,5164.029200000002
TD01GL000035,25762.059399999995
TD01GL000036,35926.7417
TD01GL000037,20101.338299999992
TD01GL000038,16633.578299999986
TD01GL000039,38139.99590000005
TD01GL000040,5226.129800000002
TD01GL000041,57311.36410000014
TD01GL000042,50309.60890000005
TD01GL000043,34326.78050000004
TD01GL000044,13269.978199999983
TD01GL000045,25696.1749
TD01GL000046,11286.514399999993
TD01GL000047,13035.066999999988
TD01GL000048,38602.584800000026
TD01GL000049,42255.59250000007
TD01GL000050,38123.864700000086
TD01GL000051,24723.367699999995
TD01GL000052,12420.985399999987
TD01GL000053,72291.72270000038
TD01GL000054,44361.41310000008
TD01GL0RAST2,4806.6158
TD01GL000055,6722.716300000002
TD01GL000056,58983.693300000166
TD01GL000057,33669.62730000001
TD01GL000058,30796.459199999998
TD01GL000059,77394.40210000041
TD01GL000060,34650.19040000002
TD01GL000061,5649.647399999998
TD01GL000062,9692.973399999993
TD01GL000063,76382.63220000039
TD01GL000064,47822.065600000074
TD01GL000065,19060.70769999999
TD01GL000066,24507.873500000012
TD01GL000067,50949.66240000007
TD01GL000068,71413.24110000022
TD01GL000069,28630.259700000024
TD01GL000070,41535.38260000007
TD01GL000071,5226.129800000002
TD01GL000072,4723.460399999999
TD01GL000073,27198.71120000001
TD01GL000074,16528.739899999986
TD01GL000075,9697.614699999993
TD01GL000076,26106.513599999987
TD01GL000077,5801.889599999999
TD01GL000078,15917.539799999986
TD01GL000079,14841.418999999994
TD01GL000080,24378.78269999998
TD01GL000081,44322.82420000006
TD01GL000082,26287.186199999982
TD01GL000083,27823.634799999993
TD01GL000084,24830.597899999993
TD01GL000085,40308.52420000004
TD01GL000086,37676.25460000004
TD01GL000087,58803.76700000019
TD01GL000088,44859.64770000006
TD01GL0RAST3,5168.286
TD01GL000089,28178.77980000002
TD01GL000090,9789.88559999999
TD01GL000091,28674.163799999995
TD01GL000092,15745.718199999981
TD01GL000093,18671.494100000004
TD01GL000094,39831.77170000007
TD01GL000095,17395.789999999997
TD01GL000099,22221.31829999997
TD01GL000096,5211.746200000001
TD01GL000097,4740.4797
TD01GL000098,45644.301400000106
TD01GL000100,17625.2718
TD01GL000101,49808.003200000094
TD01GL000102,28549.186100000035
TD01GL000103,37047.743400000065
TD01GL000104,64322.220500000214
TD01GL000105,11606.124199999997
TD01GL000106,13449.02299999999
TD01GL000107,9149.337699999996
TD01GL000108,62580.573000000164
TD01GL000109,14833.47219999997
TD01GL000110,15405.10179999998
TD01GL000111,44033.41760000007
TD01GL000112,11065.526399999995
TD01GL000113,12407.079199999991
TD01GL000114,19991.845700000005
TD01GL000115,31623.8776
TD01GL000116,34277.24620000001
TD01GL000117,76025.1208000004
TD01GL000118,17996.326900000004
TD01GL000119,47205.71710000017
TD01GL000120,78278.42280000038
TD01GL000121,32907.45960000002
TD01GL000122,37794.43890000007
TD01GL000123,61138.77380000032
TD01GL000124,14365.43969999998
TD01GL000125,26348.250299999992
TD01GL000126,42317.85050000008
TD01GL000127,75494.44440000014
TD01GL000128,81258.51960000044
TD01GL000129,21299.926900000006
TD01GL000130,18061.62469999999
TD01GL000131,26348.5809
TD01GL000132,30461.450200000043
TD01GL000133,23907.712399999997
TD01GL000134,75700.93720000032
TD01GL000135,20731.897299999975
TD01GL000136,79233.6706000003
TD01GL000137,29342.159999999978
TD01GL000138,4621.3277
TD01GL000139,28148.85200000002
TD01GL000141,5532.299900000003
TD01GL000140,104974.2575000008
TD01GL000142,51339.93010000006
TD01GL000143,23155.961099999928
TD01GL000144,13543.80739999999
TD01GL000145,32265.51430000003
TD01GL000146,27557.257800000007
TD01GL000147,43095.853600000104
TD01GL000148,18905.5413
TD01GL000149,68926.83120000032
TD01GL000150,18711.006899999997
TD01GL000151,48375.423400000065
TD01GL000152,29653.749500000005
TD01GL000153,50303.09200000014
TD01GL000154,28758.858100000012
TD01GL000155,16986.14189999999
TD01GL000156,53148.40210000012
TD01GL000157,34620.34000000001
TD01GL000158,38112.515800000045
TD01GL000159,32532.202500000018
TD01GL000160,110212.64000000095
TD01GL000161,30339.122800000016
TD01GL000162,8499.016399999997
TD01GL000163,53104.10360000015
TD01GL000164,40894.86180000004
TD01GL000165,47213.46960000001
TD01GL000166,35735.37710000001
TD01GL000167,25908.67609999999
TD01GL000168,28111.06680000002
TD01GL000169,51062.9404000001
TD01GL000170,67223.84410000018
TD01GL000171,35347.907000000014
TD01GL000172,29841.028899999998
TD01GL000173,13528.019199999988
TD01GL000174,20461.221999999983
TD01GL000175,14962.161499999978
TD01GL000176,24283.85970000001
TD01GL000177,24898.488599999997
TD01GL000178,12563.234099999989
TD01GL000179,4190.948899999999
TD01GL000180,151791.70089999994
TD01GL000181,155137.07400000014
TD01GL000182,13779.821699999986
TD01GL000183,17819.54199999999
TD01GL000184,4602.3832999999995
TD01GL000185,77968.56470000034
TD01GL000186,43531.896400000034
TD01GL000187,11825.515699999989
TD01GL000188,4435.186899999999
TD01GL000189,22417.423700000003
TD01GL000190,22076.146900000018
TD01GL000191,10664.244199999994
TD01GL000192,30176.28169999999
TD01GL0RAST4,10317.029299999993
TD01GL000193,11937.965399999985
TD01GL000194,25960.68609999999
TD01GL0RAST5,15613.323699999997
TD01GL000195,10618.744799999995
TD01GL000196,7391.518600000001
TD01GL000197,9793.2569
TD01GL000198,13580.771399999985
TD01GL000199,11504.08419999999
TD01GL000200,20272.251499999995
TD01GL000201,11716.451099999986
TD01GL000202,14222.346099999986
TD01GL000203,18915.54419999999
TD01GL000204,12563.298399999983
TD01GL000205,17467.076299999993
TD01GL000206,6621.803100000001
TD01GL000207,15042.186999999984
TD01GL000208,48024.17310000005
TD01GL000209,13221.191999999975
TD01GL000210,13515.193299999977
TD01GL000211,23399.674200000012
TD01GL000212,36564.9833
TD01GL000213,14570.69679999998
TD01GL000214,49965.31020000021
TD01GL000215,31977.097599999994
TD01GL000216,51216.4976000001
TD01GL000217,26788.280500000023
TD01GL000218,13936.333199999986
TD01GL000219,33838.317500000005
TD01GL000220,21092.139299999984
TD01GL000221,28008.51209999998
TD01GL000222,12318.79809999999
TD01GL000223,13658.403099999987
TD01GL000224,20234.36619999998
TD01GL000225,13601.493599999987
TD01GL000226,25514.403199999997
TD01GL000227,38005.37880000006
TD01GL000228,30792.74060000004
TD01GL000229,29965.325000000033
TD01GL000230,24232.050299999988
TD01GL000231,7221.308799999997
TD01GL000232,12024.146199999994
TD01GL000233,4497.931299999999
TD01GL000234,34725.52330000004
TD01GL000235,39930.929000000004
TD01GL000236,23259.437900000004
TD01GL000237,52088.87420000008
TD01GL000238,19056.38009999999
TD01GL000239,39163.18220000004
TD01GL000240,52926.39010000007
TD01GL000241,31233.096300000027
TD01GL000242,6626.472099999997
TD01GL000243,18897.496800000004
TD01GL000244,4636.4663
TD01GL000245,4951.026500000003
TD01GL000246,5665.759899999999
TD01GL000247,82373.81080000037
TD01GL000248,20287.913599999996
TD01GL000249,44428.57780000013
TD01GL000250,4215.880400000001
TD01GL000251,4835.701100000001
TD01GL000252,36389.01160000001
TD01GL000253,5195.915800000002
TD01GL000254,61045.20100000013
TD01GL000255,13722.52419999999
TD01GL000256,13847.309099999982
TD01GL000257,31081.691000000006
TD01GL000258,47119.460000000094
TD01GL000259,38915.425200000056
TD01GL000260,31468.33850000002
TD01GL000261,32639.04140000002
TD01GL000262,51771.14230000014
TD01GL000263,42075.98050000008
TD01GL000264,12060.436699999995
TD01GL000265,17459.547600000005
TD01GL000266,10931.174299999991
TD01GL000267,14333.839599999981
TD01GL000268,19135.874100000012
TD01GL000269,23401.299200000005
TD01GL000270,22413.501
TD01GL000271,32663.10160000001
TD01GL000272,16434.193099999986
TD01GL000273,14782.787899999987
TD01GL000274,52471.063200000004
TD01GL000275,41053.32770000002
TD01GL000276,46822.49080000008
TD01GL000277,23677.91310000002
TD01GL000278,24833.1328
TD01GL000279,49304.65740000007
TD01GL000280,32767.581600000023
TD01GL000281,13213.675299999988
TD01GL000282,65326.82210000018
TD01GL000283,85350.21890000056
TD01GL000284,6780.147199999996
TD01GL000285,20681.7877
TD01GL000286,50524.26630000008
TD01GL000287,37291.58720000006
TD01GL000288,37474.1984
TD01GL000289,38779.060100000046
TD01GL000290,25607.970499999985
TD01GL000291,16068.228899999991
TD01GL000292,22469.79370000001
TD01GL000293,10956.177499999989
TD01GL000294,31413.343300000015
TD01GL000295,32932.638600000006
TD01GL000296,36150.7902
TD01GL0RAST6,8592.458799999997
TD01GL000297,11395.95619999999
TD01GL000298,3893.512999999999
TD01GL000299,9000.113299999994
TD01GL000300,43771.506300000125
TD01GL000301,41010.181600000025
TD01GL000302,37555.73810000003
TD01GL000303,17705.327999999994
TD01GL000304,14955.185899999999
TD01GL000305,25205.133000000013
TD01GL000306,50488.21970000011
TD01GL000307,73298.04270000033
TD01GL000308,65516.50030000024
TD01GL000309,34644.60590000003
TD01GL000310,32360.720800000057
TD01GL000311,29957.758600000012
TD01GL000312,29662.70080000002
TD01GL000313,23654.587900000017
TD01GL000314,16850.27089999998
TD01GL000315,21599.385199999997
TD01GL000316,8651.772399999996
TD01GL000317,14559.377399999981
