# log10_kcat_mean and std, kcat in 1/h before log10-transformation
01GL002123,3.6779,0.5618
1,RXN0-7230No1,TD01GL002123,3.0377,1.4725
2,CHD-RXNNo1,TD01GL002123,2.0758,0.6256
3,CHD-RXN_REVNo1,TD01GL002123,2.8960,1.3623
4,DEOXYRIBOSE-P-ALD-RXNNo1,TD01GL000926,6.3717,0.4695
5,ABC-14-RXNNo1,TD01GL001622,6.2344,0.6986
6,ABC-4-RXNNo1,TD01GL001622,1.9516,0.2533
7,ABC-3-RXNNo1,TD01GL001622,1.4455,0.7530
8,ABC-37-RXNNo1,TD01GL001622,6.3791,0.4455
9,ABC-14-RXNNo1,TD01GL002680,7.0594,0.8415
10,ABC-4-RXNNo1,TD01GL002680,4.8545,0.3691
11,TRANS-RXN0-513No1,TD01GL002680,4.3682,1.0817
12,TRANS-RXN-291No1,TD01GL002680,4.0301,0.7019
13,TRANS-RXN-290No1,TD01GL002680,6.2071,1.1951
14,TRANS-RXN0-508No1,TD01GL002680,4.5578,0.3830
15,TRANS-RXN0-617No1,TD01GL002680,4.7181,1.0496
16,ABC-3-RXNNo1,TD01GL002680,4.1973,0.5752
17,TRANS-RXN0-593No1,TD01GL002680,3.1043,0.7233
18,ABC-37-RXNNo1,TD01GL002680,6.1482,0.7227
19,ABC-14-RXNNo1,TD01GL002681,4.9492,0.2335
20,ABC-4-RXNNo1,TD01GL002681,2.0487,0.2787
21,ABC-3-RXNNo1,TD01GL002681,6.8116,1.2808
22,ABC-37-RXNNo1,TD01GL002681,4.6516,0.4632
23,ABC-14-RXNNo1,TD01GL002682,5.9545,0.5274
24,ABC-4-RXNNo1,TD01GL002682,2.8298,0.5096
25,ABC-3-RXNNo1,TD01GL002682,6.4680,0.4599
26,ABC-37-RXNNo1,TD01GL002682,4.7377,0.2161
27,PHENYLSERINE-ALDOLASE-RXNNo1,TD01GL000854,5.7720,1.9391
28,RXN0-6563_REVNo1,TD01GL000854,3.0507,1.0255
29,LTAA-RXN_REVNo1,TD01GL000854,5.6213,1.3866
30,RXN0-6563No1,TD01GL000854,4.0536,0.5000
31,LTAA-RXNNo1,TD01GL000854,3.7254,0.6279
32,PHENYLSERINE-ALDOLASE-RXN_REVNo1,TD01GL000854,5.1095,0.3525
